timestamp,side,symbol,instrument_key,strike,qty,entry_price,sl_price,tgt_price,reason,pnl
2025-12-24T13:53:14,BUY,niso-bot,NSE_FO|65634,26150.0 PE 2025-12-30,150,66.35,53.08,86.25,ENTRY
