timestamp,side,symbol,instrument_key,strike,qty,entry_price,sl_price,tgt_price,reason,pnl
2025-12-24T10:25:16,BUY,niso-ema-bot,NSE_FO|65639,26200.0 PE 2025-12-30,150,72.3,57.84,93.99,ENTRY,0.0
2025-12-24T11:22:17,SELL,niso-ema-bot,NSE_FO|65639,26200.0 PE 2025-12-30,150,71.35,57.84,93.99,EXIT_TRAIL,-142.5
2025-12-24T11:22:50,BUY,niso-ema-bot,NSE_FO|65639,26200.0 PE 2025-12-30,150,71.8,57.44,93.34,ENTRY,0.0
2025-12-24T12:19:17,SELL,niso-ema-bot,NSE_FO|65639,26200.0 PE 2025-12-30,150,73.6,57.44,93.34,EXIT_TRAIL,270.0
2025-12-24T12:19:50,BUY,niso-ema-bot,NSE_FO|65639,26200.0 PE 2025-12-30,150,75.2,60.16,97.76,ENTRY,0.0
2025-12-24T13:32:50,SELL,niso-ema-bot,NSE_FO|65639,26200.0 PE 2025-12-30,150,98.4,60.16,97.76,EXIT_TARGET,3480.0
